loan_id,customer_id,product_type,principal_amount,interest_rate,term_months,origination_date,origination_channel,status,borrower_info
L0009507,C004301,auto,"$22,134.27",5.4,36,05/31/2022,branch,closed,"{""credit_score"": 709, ""employment"": ""self-employed"", ""annual_income"": 82269, ""years_employed"": 14}"
L0004765,C002614,PERSONAL,40198,17.9,12,2021-08-08,broker,active,"{""credit_score"": 619, ""employment"": ""self-employed"", ""annual_income"": 142911, ""years_employed"": 3}"
L0006963,C000664,MORTGAGE,1701503.37,5.11,120,2024-07-26,broker,active,"{""credit_score"": 635, ""employment"": ""salaried"", ""annual_income"": 294362, ""years_employed"": 6}"
L0009144,C002992,Personal,42016.15,20.25,12,2023-01-29,branch,active,"{""credit_score"": 757, ""employment"": ""self-employed"", ""annual_income"": 290415, ""years_employed"": 13}"
L0000765,C002581,Auto,71008.40,8.85,36,2024-07-31,online,charged_off,"{""credit_score"": 586, ""employment"": ""unemployed"", ""annual_income"": 184579, ""years_employed"": 21}"
L0007612,C004259,PERSONAL,21149,11.93,48,2020-12-28,broker,active,"{""credit_score"": 815, ""employment"": ""self-employed"", ""annual_income"": 114621, ""years_employed"": 20}"
L0007250,C005254,personal,14601.26,20.35,12,13-Dec-2023,broker,charged_off,"{""credit_score"": 738, ""employment"": ""self-employed"", ""annual_income"": 279963, ""years_employed"": 17}"
L0006002,C003592,Auto,65372.83,9.64,48,2024-06-06,branch,closed,"{""credit_score"": 583, ""employment"": ""salaried"", ""annual_income"": 85024, ""years_employed"": 1}"
L0002304,C003180,mortgage,"$1,106,263.48",4.49,240,01/21/2022,branch,active,"{""credit_score"": 632, ""employment"": ""unemployed"", ""annual_income"": 166708, ""years_employed"": 10}"
L0007386,C004585,PERSONAL,"$14,355.64",8.8,60,12/05/2023,online,default,"{""credit_score"": 640, ""employment"": ""unemployed"", ""annual_income"": 149487, ""years_employed"": 12}"
L0008602,C000396,personal,24346,10.13,24,2022-01-25,partner,charged_off,"{""credit_score"": 816, ""employment"": ""unemployed"", ""annual_income"": 268320, ""years_employed"": 14}"
L0007391,C001755,auto,"24,054.08",11.58,60,2021-04-24,online,active,"{""credit_score"": 762, ""employment"": ""retired"", ""annual_income"": 133531, ""years_employed"": 11}"
L0002887,C002503,Personal,26713,7.41,36,2024-01-25,broker,active,"{""credit_score"": 782, ""employment"": ""retired"", ""annual_income"": 277882, ""years_employed"": 13}"
L0002463,C000172,Mortgage,1621740.10,6.01,120,2023-04-09,online,charged_off,"{""credit_score"": 697, ""employment"": ""self-employed"", ""annual_income"": 224722, ""years_employed"": 2}"
L0009125,C004712,student,164250.37,5.51,60,2020-08-24,broker,active,"{""credit_score"": 816, ""employment"": ""self-employed"", ""annual_income"": 249957, ""years_employed"": 2}"
L0002345,C000723,Auto,6739.67,4.64,72,2020-07-09,branch,active,"{""credit_score"": 642, ""employment"": ""retired"", ""annual_income"": 162280, ""years_employed"": 7}"
L0007558,C002184,auto,42363,14.96,72,20-Oct-2022,branch,active,"{""credit_score"": 648, ""employment"": ""retired"", ""annual_income"": 91894, ""years_employed"": 0}"
L0002939,C005844,Mortgage,1629474.91,6.06,180,2020-07-25,branch,default,"{""credit_score"": 653, ""employment"": ""retired"", ""annual_income"": 122910, ""years_employed"": 1}"
L0001960,C002342,PERSONAL,37927,23.81,60,2023-04-02,branch,active,"{""credit_score"": 788, ""employment"": ""salaried"", ""annual_income"": 48182, ""years_employed"": 12}"
L0007868,C002175,mortgage,1824431.18,4.65,360,2020-07-31,online,active,"{""credit_score"": 603, ""employment"": ""retired"", ""annual_income"": 127125, ""years_employed"": 1}"
L0000123,C000951,STUDENT,148390.98,7.47,180,2020-09-01,broker,active,"{""credit_score"": 740, ""employment"": ""self-employed"", ""annual_income"": 160909, ""years_employed"": 23}"
L0004153,C000564,personal,41764,18.85,48,2025-01-28,branch,default,"{""credit_score"": 591, ""employment"": ""self-employed"", ""annual_income"": 221627, ""years_employed"": 4}"
L0006191,C004123,personal,"13,126.97",10.15,48,2024-05-03,partner,default,"{""credit_score"": 555, ""employment"": ""self-employed"", ""annual_income"": 263839, ""years_employed"": 23}"
L0009850,C003965,Student,"$57,274.67",11.68,60,05/20/2021,online,active,"{""credit_score"": 576, ""employment"": ""self-employed"", ""annual_income"": 277976, ""years_employed"": 17}"
L0000833,C000916,AUTO,65649.75,4.7,84,2020-02-05,branch,active,"{""credit_score"": 694, ""employment"": ""unemployed"", ""annual_income"": 287953, ""years_employed"": 29}"
L0000009,C003335,auto,37328.84,11.19,60,2024-02-02,online,active,"{""credit_score"": 648, ""employment"": ""self-employed"", ""annual_income"": 255202, ""years_employed"": 4}"
L0006429,C000642,mortgage,1721798.03,5.52,240,2025-03-09,branch,closed,"{""credit_score"": 770, ""employment"": ""retired"", ""annual_income"": 268587, ""years_employed"": 12}"
L0003759,C003229,Personal,38276.49,17.95,60,2020-02-19,branch,active,"{""credit_score"": 783, ""employment"": ""unemployed"", ""annual_income"": 222152, ""years_employed"": 14}"
L0008480,C004801,personal,22108.91,18.25,36,2022-07-31,broker,active,"{""credit_score"": 602, ""employment"": ""unemployed"", ""annual_income"": 230578, ""years_employed"": 18}"
L0007058,C003003,AUTO,34365.91,12.35,72,2024-08-04,online,default,"{""credit_score"": 810, ""employment"": ""unemployed"", ""annual_income"": 117035, ""years_employed"": 6}"
L0004327,C000914,STUDENT,"$97,305.50",6.43,120,10/22/2020,partner,default,"{""credit_score"": 632, ""employment"": ""unemployed"", ""annual_income"": 112368, ""years_employed"": 17}"
L0001225,C001801,personal,2466,18.13,36,2021-09-21,online,charged_off,"{""credit_score"": 840, ""employment"": ""unemployed"", ""annual_income"": 184674, ""years_employed"": 8}"
L0008544,C004445,auto,73618.40,13.17,48,2020-05-05,branch,active,"{""credit_score"": 662, ""employment"": ""retired"", ""annual_income"": 257189, ""years_employed"": 1}"
L0008594,C001973,Mortgage,1060325.38,6.45,240,2020-05-20,partner,closed,"{""credit_score"": 612, ""employment"": ""unemployed"", ""annual_income"": 43867, ""years_employed"": 30}"
L0008617,C001905,MORTGAGE,1666543,3.73,360,2021-04-07,broker,active,"{""credit_score"": 667, ""employment"": ""unemployed"", ""annual_income"": 238562, ""years_employed"": 14}"
L0007465,C002886,Personal,45025,7.35,24,2022-03-03,branch,charged_off,"{""credit_score"": 666, ""employment"": ""unemployed"", ""annual_income"": 40561, ""years_employed"": 20}"
L0008369,C000496,MORTGAGE,1633656.45,3.48,240,2021-02-02,branch,closed,"{""credit_score"": 659, ""employment"": ""self-employed"", ""annual_income"": 130649, ""years_employed"": 5}"
L0000524,C002734,MORTGAGE,1148408.49,7.84,180,2020-01-12,partner,closed,"{""credit_score"": 559, ""employment"": ""self-employed"", ""annual_income"": 129371, ""years_employed"": 21}"
L0001180,C005495,auto,10588,14.72,72,2021-05-12,branch,active,"{""credit_score"": 749, ""employment"": ""salaried"", ""annual_income"": 122548, ""years_employed"": 0}"
L0009555,C005974,Auto,60402.69,4.31,60,2022-09-23,broker,default,"{""credit_score"": 788, ""employment"": ""retired"", ""annual_income"": 217973, ""years_employed"": 18}"
L0008645,C000118,Personal,8541.15,14.61,48,2023-03-18,broker,closed,"{""credit_score"": 773, ""employment"": ""self-employed"", ""annual_income"": 80967, ""years_employed"": 22}"
L0006817,C002133,Auto,12409,13.88,48,2020-04-21,broker,active,"{""credit_score"": 630, ""employment"": ""self-employed"", ""annual_income"": 214698, ""years_employed"": 30}"
L0002701,C003811,Student,"39,839.50",5.88,180,2025-03-25,online,active,"{""credit_score"": 652, ""employment"": ""self-employed"", ""annual_income"": 122072, ""years_employed"": 26}"
L0002975,C005018,auto,32752.68,4.27,48,2022-03-23,online,charged_off,"{""credit_score"": 635, ""employment"": ""unemployed"", ""annual_income"": 233012, ""years_employed"": 26}"
L0006094,C004390,STUDENT,66785,11.51,60,2021-06-27,online,active,"{""credit_score"": 714, ""employment"": ""retired"", ""annual_income"": 153769, ""years_employed"": 8}"
L0005203,C003070,personal,6847,9.35,60,2024-01-29,partner,charged_off,"{""credit_score"": 719, ""employment"": ""self-employed"", ""annual_income"": 157673, ""years_employed"": 8}"
L0007238,C002604,mortgage,513956.33,4.17,120,2023-11-16,broker,default,"{""credit_score"": 738, ""employment"": ""self-employed"", ""annual_income"": 46704, ""years_employed"": 26}"
L0003467,C005594,STUDENT,155989.43,9.1,60,2020-07-16,partner,active,"{""credit_score"": 791, ""employment"": ""retired"", ""annual_income"": 276513, ""years_employed"": 7}"
L0003438,C000085,personal,"$28,066.44",13.77,36,12/09/2020,partner,active,"{""credit_score"": 652, ""employment"": ""unemployed"", ""annual_income"": 120892, ""years_employed"": 18}"
L0002713,C004972,Student,47506,4.36,240,2022-08-11,branch,active,"{""credit_score"": 712, ""employment"": ""salaried"", ""annual_income"": 192995, ""years_employed"": 12}"
L0000273,C002459,student,98885.41,7.44,60,2023-11-09,broker,charged_off,"{""credit_score"": 839, ""employment"": ""unemployed"", ""annual_income"": 155219, ""years_employed"": 20}"
L0006592,C000988,AUTO,11143,7.2,72,2022-05-12,partner,active,"{""credit_score"": 598, ""employment"": ""retired"", ""annual_income"": 209757, ""years_employed"": 6}"
L0005181,C002757,PERSONAL,"$48,300.79",11.56,24,05/28/2022,branch,active,"{""credit_score"": 748, ""employment"": ""self-employed"", ""annual_income"": 265432, ""years_employed"": 17}"
L0008522,C005524,auto,9316.04,5.68,36,2024-06-25,broker,closed,"{""credit_score"": 798, ""employment"": ""retired"", ""annual_income"": 160039, ""years_employed"": 13}"
L0007906,C005102,PERSONAL,"29,196.46",10.79,24,2020-01-06,online,default,"{""credit_score"": 795, ""employment"": ""self-employed"", ""annual_income"": 69571, ""years_employed"": 1}"
L0000075,C005064,Personal,44560.85,21.48,12,2021-05-16,branch,charged_off,"{""credit_score"": 762, ""employment"": ""unemployed"", ""annual_income"": 263501, ""years_employed"": 6}"
L0000763,C001799,Mortgage,384770,3.89,240,2021-07-24,broker,active,"{""credit_score"": 579, ""employment"": ""salaried"", ""annual_income"": 274528, ""years_employed"": 16}"
L0000842,C001690,STUDENT,76783.31,3.09,120,2024-05-09,partner,active,"{""credit_score"": 717, ""employment"": ""self-employed"", ""annual_income"": 82006, ""years_employed"": 26}"
L0009323,C003642,Auto,59900.81,5.55,84,2023-01-03,partner,closed,"{""credit_score"": 846, ""employment"": ""unemployed"", ""annual_income"": 40799, ""years_employed"": 13}"
L0004930,C000218,PERSONAL,2604,7.97,36,2024-12-25,broker,active,"{""credit_score"": 818, ""employment"": ""unemployed"", ""annual_income"": 242583, ""years_employed"": 4}"
L0007462,C000191,STUDENT,106448,5.82,60,2021-08-12,branch,active,"{""credit_score"": 773, ""employment"": ""retired"", ""annual_income"": 232957, ""years_employed"": 9}"
L0000781,C004511,PERSONAL,"29,838.52",10.01,12,2022-08-21,broker,active,"{""credit_score"": 795, ""employment"": ""self-employed"", ""annual_income"": 55215, ""years_employed"": 17}"
L0007748,C001262,Student,73261.08,7.63,60,2023-08-19,branch,active,"{""credit_score"": 694, ""employment"": ""self-employed"", ""annual_income"": 31868, ""years_employed"": 22}"
L0007616,C005682,auto,"75,107.23",12.45,84,2024-02-29,branch,default,"{""credit_score"": 621, ""employment"": ""unemployed"", ""annual_income"": 214557, ""years_employed"": 0}"
L0003818,C001899,Personal,2467.55,15.81,24,19-Aug-2022,broker,default,"{""credit_score"": 711, ""employment"": ""self-employed"", ""annual_income"": 246877, ""years_employed"": 15}"
L0008927,C002388,STUDENT,140820.89,8.88,120,2020-10-11,partner,closed,"{""credit_score"": 735, ""employment"": ""self-employed"", ""annual_income"": 124188, ""years_employed"": 6}"
L0004212,C004470,MORTGAGE,391057.05,4.31,120,2021-07-17,partner,charged_off,"{""credit_score"": 817, ""employment"": ""self-employed"", ""annual_income"": 262860, ""years_employed"": 26}"
L0007258,C000846,PERSONAL,18873,7.92,60,2022-05-12,online,active,"{""credit_score"": 848, ""employment"": ""self-employed"", ""annual_income"": 24508, ""years_employed"": 23}"
L0008172,C000231,STUDENT,188537.88,4.79,180,2021-08-14,branch,active,"{""credit_score"": 605, ""employment"": ""salaried"", ""annual_income"": 258763, ""years_employed"": 8}"
L0003253,C004779,Personal,3012,13.26,36,2021-08-06,online,active,"{""credit_score"": 746, ""employment"": ""self-employed"", ""annual_income"": 199817, ""years_employed"": 22}"
L0003190,C003638,Mortgage,215260,5.03,240,2021-03-23,online,default,"{""credit_score"": 843, ""employment"": ""unemployed"", ""annual_income"": 259215, ""years_employed"": 22}"
L0007419,C000536,mortgage,153282.22,3.15,240,2020-02-24,online,charged_off,"{""credit_score"": 698, ""employment"": ""salaried"", ""annual_income"": 51634, ""years_employed"": 9}"
L0007849,C005132,mortgage,1878587,7.19,360,2025-02-06,partner,charged_off,"{""credit_score"": 843, ""employment"": ""self-employed"", ""annual_income"": 215068, ""years_employed"": 30}"
L0002727,C005798,MORTGAGE,1781160.88,4.6,120,2023-11-06,branch,active,"{""credit_score"": 587, ""employment"": ""salaried"", ""annual_income"": 257358, ""years_employed"": 28}"
L0007577,C003622,Auto,6525.03,6.57,36,2021-06-11,broker,charged_off,"{""credit_score"": 824, ""employment"": ""salaried"", ""annual_income"": 74559, ""years_employed"": 23}"
L0007866,C002892,Personal,"8,573.59",8.92,12,07-Sep-2022,broker,active,"{""credit_score"": 589, ""employment"": ""retired"", ""annual_income"": 188594, ""years_employed"": 23}"
L0007540,C004706,mortgage,"$1,788,057.24",4.31,240,08/25/2022,online,default,"{""credit_score"": 682, ""employment"": ""unemployed"", ""annual_income"": 46139, ""years_employed"": 26}"
L0004826,C005030,Student,"163,331.98",9.37,60,2022-03-05,partner,charged_off,"{""credit_score"": 656, ""employment"": ""salaried"", ""annual_income"": 249011, ""years_employed"": 7}"
L0002770,C003639,PERSONAL,46744,14.61,48,2021-09-11,broker,active,"{""credit_score"": 661, ""employment"": ""unemployed"", ""annual_income"": 285445, ""years_employed"": 6}"
L0001586,C004443,Student,"176,436.66",6.31,180,2020-03-10,partner,charged_off,"{""credit_score"": 813, ""employment"": ""self-employed"", ""annual_income"": 94263, ""years_employed"": 30}"
L0001004,C004584,AUTO,47370.12,7.35,48,2025-03-02,branch,closed,"{""credit_score"": 596, ""employment"": ""unemployed"", ""annual_income"": 215479, ""years_employed"": 2}"
L0000245,C002105,PERSONAL,6465.92,13.66,24,2022-07-03,online,closed,"{""credit_score"": 593, ""employment"": ""self-employed"", ""annual_income"": 100819, ""years_employed"": 26}"
L0007085,C002242,STUDENT,"$178,347.32",11.37,60,11-Jun-2022,partner,charged_off,"{""credit_score"": 693, ""employment"": ""self-employed"", ""annual_income"": 115733, ""years_employed"": 12}"
L0004258,C000140,mortgage,501304,6.96,120,08-Jul-2020,online,active,"{""credit_score"": 792, ""employment"": ""self-employed"", ""annual_income"": 92444, ""years_employed"": 10}"
L0004569,C000479,Auto,53642.93,12.91,60,2022-11-29,partner,active,"{""credit_score"": 749, ""employment"": ""retired"", ""annual_income"": 81178, ""years_employed"": 18}"
L0004597,C001405,Auto,41913,9.57,84,2024-03-03,broker,closed,"{""credit_score"": 639, ""employment"": ""self-employed"", ""annual_income"": 158364, ""years_employed"": 21}"
L0007378,C005655,Personal,11263,24.62,48,2020-11-14,online,active,"{""credit_score"": 607, ""employment"": ""retired"", ""annual_income"": 81831, ""years_employed"": 12}"
L0009856,C000077,AUTO,"46,358.78",14.89,36,2022-10-24,broker,charged_off,"{""credit_score"": 588, ""employment"": ""unemployed"", ""annual_income"": 92102, ""years_employed"": 20}"
L0009964,C002649,Personal,35631,22.09,36,2023-05-04,broker,active,"{""credit_score"": 569, ""employment"": ""self-employed"", ""annual_income"": 78112, ""years_employed"": 12}"
L0004061,C002387,mortgage,"$1,893,024.77",7.48,120,12/07/2022,online,charged_off,"{""credit_score"": 695, ""employment"": ""unemployed"", ""annual_income"": 235334, ""years_employed"": 30}"
L0001281,C004561,mortgage,"576,611.06",3.43,240,2024-06-09,online,charged_off,"{""credit_score"": 551, ""employment"": ""salaried"", ""annual_income"": 267087, ""years_employed"": 0}"
L0004137,C002018,MORTGAGE,1384978.68,6.9,240,03-Jan-2025,broker,active,"{""credit_score"": 782, ""employment"": ""self-employed"", ""annual_income"": 187059, ""years_employed"": 29}"
L0008998,C001776,PERSONAL,11831,10.42,36,2024-11-27,partner,default,"{""credit_score"": 820, ""employment"": ""retired"", ""annual_income"": 230328, ""years_employed"": 2}"
L0000287,C004119,mortgage,900182.71,7.25,240,01-Oct-2024,online,closed,"{""credit_score"": 843, ""employment"": ""unemployed"", ""annual_income"": 138429, ""years_employed"": 19}"
L0006344,C005265,student,45016.19,3.26,180,2020-06-17,partner,active,"{""credit_score"": 820, ""employment"": ""unemployed"", ""annual_income"": 273887, ""years_employed"": 14}"
L0004289,C005242,PERSONAL,6623.95,20.45,48,2022-04-13,broker,default,"{""credit_score"": 716, ""employment"": ""retired"", ""annual_income"": 94256, ""years_employed"": 2}"
L0000255,C004073,auto,36965.86,5.33,60,2023-10-21,branch,active,"{""credit_score"": 638, ""employment"": ""retired"", ""annual_income"": 53146, ""years_employed"": 3}"
L0000552,C003033,mortgage,1918277.63,6.98,120,2024-10-27,partner,closed,"{""credit_score"": 603, ""employment"": ""self-employed"", ""annual_income"": 202631, ""years_employed"": 22}"
L0004038,C001732,personal,9997.22,21.85,36,01-Mar-2024,broker,closed,"{""credit_score"": 811, ""employment"": ""salaried"", ""annual_income"": 57162, ""years_employed"": 6}"
L0004366,C002456,PERSONAL,"32,382.68",15.88,12,2024-02-01,partner,closed,"{""credit_score"": 610, ""employment"": ""self-employed"", ""annual_income"": 211015, ""years_employed"": 22}"
L0007989,C005417,auto,73984.99,4.02,48,2021-07-11,online,closed,"{""credit_score"": 818, ""employment"": ""unemployed"", ""annual_income"": 134681, ""years_employed"": 17}"
L0004936,C003801,Auto,"$8,484.36",4.63,36,05/24/2020,branch,active,"{""credit_score"": 818, ""employment"": ""salaried"", ""annual_income"": 120694, ""years_employed"": 29}"
L0005205,C004197,auto,65843.97,9.39,60,2022-07-19,partner,charged_off,"{""credit_score"": 831, ""employment"": ""salaried"", ""annual_income"": 137668, ""years_employed"": 4}"
L0005351,C002708,Student,"199,387.24",7.66,60,2023-03-13,partner,active,"{""credit_score"": 562, ""employment"": ""self-employed"", ""annual_income"": 180542, ""years_employed"": 14}"
L0003317,C001582,Mortgage,1751831.71,3.75,240,2020-08-28,partner,active,"{""credit_score"": 752, ""employment"": ""self-employed"", ""annual_income"": 146574, ""years_employed"": 24}"
L0002551,C002795,Student,"66,488.78",11.28,240,2021-12-18,broker,active,"{""credit_score"": 739, ""employment"": ""unemployed"", ""annual_income"": 288116, ""years_employed"": 15}"
L0008916,C001560,Personal,"28,081.43",22.53,36,2021-02-19,online,closed,"{""credit_score"": 613, ""employment"": ""retired"", ""annual_income"": 77205, ""years_employed"": 9}"
L0006300,C005579,personal,17319.27,23.62,12,2025-01-24,partner,active,"{""credit_score"": 630, ""employment"": ""salaried"", ""annual_income"": 235239, ""years_employed"": 11}"
L0007620,C005347,Personal,14723.02,8.41,36,2020-02-07,partner,charged_off,"{""credit_score"": 836, ""employment"": ""unemployed"", ""annual_income"": 186475, ""years_employed"": 22}"
L0004460,C001002,Auto,"$8,222.50",5.76,48,05/05/2023,partner,active,"{""credit_score"": 807, ""employment"": ""salaried"", ""annual_income"": 197884, ""years_employed"": 6}"
L0006345,C002623,STUDENT,193519.94,7.0,120,2022-01-17,branch,default,"{""credit_score"": 662, ""employment"": ""salaried"", ""annual_income"": 122235, ""years_employed"": 19}"
L0009789,C000011,personal,48680.68,17.44,24,2020-10-22,broker,closed,"{""credit_score"": 579, ""employment"": ""retired"", ""annual_income"": 209388, ""years_employed"": 15}"
L0004769,C000392,Personal,23531.89,8.28,12,2022-09-09,partner,active,"{""credit_score"": 576, ""employment"": ""salaried"", ""annual_income"": 48162, ""years_employed"": 2}"
L0002997,C001429,AUTO,"$7,025.51",12.52,72,08/25/2022,online,active,"{""credit_score"": 586, ""employment"": ""retired"", ""annual_income"": 54791, ""years_employed"": 14}"
L0008345,C004700,AUTO,"$53,076.73",14.5,36,09/23/2023,online,active,"{""credit_score"": 710, ""employment"": ""retired"", ""annual_income"": 21533, ""years_employed"": 21}"
L0004590,C005848,student,74730.42,6.83,60,2023-04-30,partner,default,"{""credit_score"": 609, ""employment"": ""unemployed"", ""annual_income"": 278314, ""years_employed"": 9}"
L0006386,C004612,AUTO,"76,598.79",8.1,84,2024-09-13,online,closed,"{""credit_score"": 688, ""employment"": ""salaried"", ""annual_income"": 64343, ""years_employed"": 3}"
L0004604,C000945,PERSONAL,21729.37,11.51,36,2024-08-27,broker,active,"{""credit_score"": 648, ""employment"": ""unemployed"", ""annual_income"": 245243, ""years_employed"": 28}"
L0008266,C004289,auto,"50,889.40",6.06,84,2023-09-16,partner,active,"{""credit_score"": 668, ""employment"": ""retired"", ""annual_income"": 133187, ""years_employed"": 23}"
L0006887,C001091,student,11629.94,8.96,60,21-May-2024,broker,active,"{""credit_score"": 596, ""employment"": ""retired"", ""annual_income"": 192490, ""years_employed"": 29}"
L0007300,C002971,personal,11838,15.4,24,2020-09-05,broker,active,"{""credit_score"": 840, ""employment"": ""self-employed"", ""annual_income"": 163446, ""years_employed"": 3}"
L0000753,C005972,STUDENT,166496.67,5.14,60,2023-08-21,branch,active,"{""credit_score"": 831, ""employment"": ""unemployed"", ""annual_income"": 35772, ""years_employed"": 12}"
L0006312,C005277,AUTO,54875.01,4.88,72,2023-04-19,branch,default,"{""credit_score"": 578, ""employment"": ""self-employed"", ""annual_income"": 138278, ""years_employed"": 4}"
L0008521,C005820,student,"20,743.17",9.01,240,2021-09-10,online,default,"{""credit_score"": 628, ""employment"": ""salaried"", ""annual_income"": 274507, ""years_employed"": 21}"
L0009548,C002806,Student,12040.48,9.18,60,2021-01-14,branch,default,"{""credit_score"": 702, ""employment"": ""self-employed"", ""annual_income"": 67894, ""years_employed"": 2}"
L0007525,C002943,STUDENT,99917,7.27,60,01-Jul-2022,branch,charged_off,"{""credit_score"": 780, ""employment"": ""unemployed"", ""annual_income"": 106507, ""years_employed"": 12}"
L0000829,C001237,mortgage,1912348,4.58,360,2021-03-23,branch,default,"{""credit_score"": 675, ""employment"": ""unemployed"", ""annual_income"": 100829, ""years_employed"": 20}"
L0000442,C005017,Personal,"$39,971.31",24.45,24,08/13/2020,broker,active,"{""credit_score"": 705, ""employment"": ""unemployed"", ""annual_income"": 171131, ""years_employed"": 2}"
L0003399,C002392,student,34256.66,5.93,120,2023-11-05,partner,active,"{""credit_score"": 800, ""employment"": ""self-employed"", ""annual_income"": 290704, ""years_employed"": 24}"
L0000583,C004858,auto,34347,5.74,60,2020-02-14,branch,active,"{""credit_score"": 799, ""employment"": ""unemployed"", ""annual_income"": 246941, ""years_employed"": 13}"
L0007113,C002741,Personal,"$11,472.12",18.77,36,09/05/2024,branch,default,"{""credit_score"": 797, ""employment"": ""self-employed"", ""annual_income"": 228487, ""years_employed"": 11}"
L0004278,C005652,Auto,"$57,276.91",13.8,60,03/03/2021,partner,closed,"{""credit_score"": 560, ""employment"": ""salaried"", ""annual_income"": 230957, ""years_employed"": 24}"
L0003162,C004315,auto,66640.07,8.05,48,2023-12-14,branch,active,"{""credit_score"": 644, ""employment"": ""self-employed"", ""annual_income"": 90739, ""years_employed"": 12}"
L0009293,C000620,mortgage,1925605.61,3.65,120,2021-03-30,branch,active,"{""credit_score"": 680, ""employment"": ""retired"", ""annual_income"": 96657, ""years_employed"": 30}"
L0009028,C001188,Student,185422,7.96,240,2021-01-18,branch,closed,"{""credit_score"": 776, ""employment"": ""retired"", ""annual_income"": 148981, ""years_employed"": 11}"
L0001110,C003181,Mortgage,1206652.72,5.79,120,2025-03-13,online,closed,"{""credit_score"": 827, ""employment"": ""self-employed"", ""annual_income"": 275024, ""years_employed"": 21}"
L0002420,C004433,Mortgage,198986.51,3.52,240,2022-07-04,online,charged_off,"{""credit_score"": 734, ""employment"": ""retired"", ""annual_income"": 285098, ""years_employed"": 26}"
L0006117,C000601,Personal,18063.10,14.69,12,04-Jun-2023,branch,active,"{""credit_score"": 654, ""employment"": ""unemployed"", ""annual_income"": 172136, ""years_employed"": 26}"
L0005904,C003377,PERSONAL,34557.24,16.56,60,2022-08-06,branch,active,"{""credit_score"": 804, ""employment"": ""salaried"", ""annual_income"": 46305, ""years_employed"": 11}"
L0004125,C000240,auto,54574.90,13.67,72,2023-01-28,partner,closed,"{""credit_score"": 593, ""employment"": ""self-employed"", ""annual_income"": 97186, ""years_employed"": 18}"
L0009329,C005997,auto,79608.43,11.82,60,23-Jul-2021,online,charged_off,"{""credit_score"": 808, ""employment"": ""salaried"", ""annual_income"": 83779, ""years_employed"": 13}"
L0000517,C003325,STUDENT,117840,7.37,120,2022-10-23,partner,active,"{""credit_score"": 797, ""employment"": ""unemployed"", ""annual_income"": 27461, ""years_employed"": 21}"
L0007336,C003854,Student,"92,613.67",10.52,120,2020-04-12,partner,default,"{""credit_score"": 710, ""employment"": ""retired"", ""annual_income"": 194804, ""years_employed"": 9}"
L0009744,C000372,personal,26929.51,21.69,24,2025-02-13,broker,active,"{""credit_score"": 604, ""employment"": ""salaried"", ""annual_income"": 288744, ""years_employed"": 17}"
L0001192,C000094,Student,173235,4.19,240,2023-08-24,partner,active,"{""credit_score"": 776, ""employment"": ""unemployed"", ""annual_income"": 259188, ""years_employed"": 14}"
L0006538,C003813,PERSONAL,18190,10.35,36,2025-02-09,branch,closed,"{""credit_score"": 707, ""employment"": ""salaried"", ""annual_income"": 34383, ""years_employed"": 2}"
L0005769,C005713,auto,"$70,794.56",4.54,36,01/12/2022,branch,closed,"{""credit_score"": 565, ""employment"": ""retired"", ""annual_income"": 227762, ""years_employed"": 21}"
L0007293,C004571,student,73759.43,9.07,120,2023-08-26,branch,closed,"{""credit_score"": 771, ""employment"": ""retired"", ""annual_income"": 290895, ""years_employed"": 2}"
L0005580,C001113,MORTGAGE,"$348,999.64",7.86,240,09/18/2024,online,active,"{""credit_score"": 702, ""employment"": ""retired"", ""annual_income"": 190578, ""years_employed"": 6}"
L0001492,C004957,mortgage,"$1,911,750.05",3.24,360,09/06/2020,partner,closed,"{""credit_score"": 814, ""employment"": ""unemployed"", ""annual_income"": 190153, ""years_employed"": 10}"
L0002045,C000848,personal,"$39,943.32",14.27,24,10/03/2022,branch,active,"{""credit_score"": 599, ""employment"": ""retired"", ""annual_income"": 82819, ""years_employed"": 22}"
L0006175,C002239,auto,"$60,368.58",12.76,48,03/21/2024,broker,closed,"{""credit_score"": 721, ""employment"": ""salaried"", ""annual_income"": 96403, ""years_employed"": 29}"
L0002797,C002158,Personal,33288,21.8,48,2021-07-03,partner,active,"{""credit_score"": 647, ""employment"": ""unemployed"", ""annual_income"": 250907, ""years_employed"": 24}"
L0005849,C002925,STUDENT,198810.48,7.04,60,2022-08-14,online,active,"{""credit_score"": 565, ""employment"": ""unemployed"", ""annual_income"": 106636, ""years_employed"": 13}"
L0002593,C005097,mortgage,1994775,4.93,240,2021-11-17,broker,default,"{""credit_score"": 839, ""employment"": ""unemployed"", ""annual_income"": 262422, ""years_employed"": 11}"
L0000643,C002536,personal,49158,8.19,24,2021-05-05,online,charged_off,"{""credit_score"": 722, ""employment"": ""salaried"", ""annual_income"": 282386, ""years_employed"": 24}"
L0006533,C001742,MORTGAGE,1559862.86,3.03,360,2025-03-19,branch,charged_off,"{""credit_score"": 802, ""employment"": ""self-employed"", ""annual_income"": 204228, ""years_employed"": 13}"
L0009909,C002910,Mortgage,1695595.94,4.09,180,2021-11-13,online,charged_off,"{""credit_score"": 636, ""employment"": ""self-employed"", ""annual_income"": 282652, ""years_employed"": 25}"
